4014.9,4396.4,4425.1,3659,5089.2,3993.8,4573.3,4049.7,4676.9,4247.7,4655.9,4168.7,4514.9,4034.9
4013.3,4395.9,4425.6,3660.5,5083.6,3990.3,4569.2,4053.8,4689.2,4250.3,4654.9,4167.7,4512.8,4033.3
4011.8,4394.4,4428.7,3661.5,5074.9,3987.2,4566.2,4050.8,4690.8,4257.4,4658.5,4174.4,4507.7,4028.7
4020.5,4399,4431.8,3659.5,5084.1,3988.7,4568.7,4045.6,4672.3,4252.8,4663.1,4181,4517.4,4033.8
4020,4404.1,4429.2,3660,5090.3,3991.8,4571.8,4043.6,4661.5,4244.6,4661.5,4180,4522.1,4036.9
4015.4,4405.6,4431.3,3662.1,5085.6,3991.3,4572.3,4044.6,4671.3,4250.3,4657.9,4176.9,4515.4,4035.9
4022.6,4407.7,4443.1,3659.5,5085.1,3989.7,4573.3,4047.7,4683.1,4256.4,4662.1,4182.1,4520,4044.1
4026.7,4411.3,4445.6,3657.9,5086.2,3987.7,4568.7,4050.8,4681,4251.3,4669.7,4186.7,4526.7,4046.7
4022.6,4412.3,4441.5,3661,5086.2,3985.1,4560.5,4049.7,4672.3,4250.8,4673.3,4186.7,4524.6,4046.2
4021.5,4408.7,4441.5,3662.1,5087.7,3985.6,4563.6,4047.2,4665.1,4251.3,4670.8,4186.7,4523.6,4053.3
4021,4402.1,4436.9,3659,5087.7,3988.7,4572.8,4047.7,4667.7,4247.7,4661,4182.1,4520,4054.4
4022.6,4404.1,4433.3,3657.9,5088.2,3990.3,4572.8,4054.4,4684.1,4256.9,4660.5,4180,4519,4046.7
4029.7,4410.8,4435.9,3659.5,5089.7,3990.8,4569.7,4052.8,4688.2,4260.5,4670.3,4185.6,4522.1,4042.1
4028.7,4405.6,4436.9,3659.5,5087.7,3990.3,4568.2,4044.6,4673.3,4246.7,4671.3,4184.6,4519.5,4044.6
4027.7,4405.6,4444.1,3658.5,5088.2,3995.4,4571.3,4047.7,4671.8,4250.8,4668.7,4184.1,4523.6,4055.9
4034.9,4416.4,4451.3,3660,5092.8,4001,4581,4061.5,4690.8,4274.9,4675.9,4192.3,4534.4,4064.1
4030.3,4416.4,4444.6,3661.5,5091.3,3996.9,4585.6,4064.6,4698.5,4279,4679,4192.8,4532.3,4055.4
