4029.7,4410.3,4445.6,3660,5086.7,3982.1,4572.3,4025.1,4686.7,4247.7,4664.1,4184.6,4529.2,4048.2
4022.1,4403.6,4445.1,3663.1,5086.2,3992.3,4574.9,4032.8,4694.4,4250.3,4661.5,4181,4523.6,4042.1
4019.5,4399,4442.1,3665.1,5085.1,3988.7,4573.8,4043.1,4703.1,4250.3,4656.4,4169.7,4521.5,4035.9
4019.5,4400.5,4436.4,3661.5,5084.1,3976.9,4572.3,4043.6,4703.1,4256.4,4656.9,4170.3,4529.2,4035.9
4019.5,4403.1,4438.5,3660,5077.9,3974.9,4572.3,4041,4702.1,4262.1,4660.5,4179.5,4535.4,4039.5
4019.5,4400.5,4440.5,3661,5075.9,3977.4,4566.7,4037.9,4698.5,4254.9,4655.4,4174.9,4527.7,4036.4
4016.4,4397.4,4431.3,3662.1,5083.1,3974.4,4557.4,4028.2,4695.9,4249.7,4651.3,4166.2,4520.5,4029.7
4013.8,4397.9,4429.7,3662.1,5082.6,3972.3,4553.3,4022.1,4701.5,4254.4,4654.9,4168.7,4524.6,4029.7
4017.4,4401,4442.1,3661,5076.4,3973.8,4549.7,4020,4700,4250.8,4655.9,4171.8,4525.1,4034.9
4021.5,4407.2,4447.7,3659.5,5081.5,3972.3,4541,4016.4,4691.3,4244.6,4655.9,4170.3,4523.1,4040
4024.1,4413.3,4446.7,3659.5,5087.2,3967.7,4537.9,4013.8,4688.7,4249.2,4659,4171.8,4527.7,4039
4019.5,4407.7,4447.7,3663.1,5083.1,3966.7,4545.1,4015.4,4686.7,4248.2,4656.9,4170.8,4525.6,4030.3
4010.3,4395.4,4446.7,3663.6,5083.6,3971.8,4557.4,4027.7,4683.1,4244.6,4651.3,4167.7,4520.5,4024.1
4004.6,4390.8,4436.9,3660,5086.2,3976.9,4568.2,4031.3,4687.7,4247.7,4651.3,4169.7,4523.1,4022.6
3995.9,4387.7,4424.6,3661.5,5083.6,3975.9,4567.2,4019.5,4690.3,4247.2,4645.1,4164.6,4518.5,4015.4
3985.6,4379,4421,3662.6,5084.6,3974.9,4559,4018.5,4692.3,4245.6,4637.4,4152.8,4510.8,4005.1
3990.8,4382.6,4424.1,3660.5,5086.7,3976.4,4556.9,4031.3,4700,4248.7,4640,4155.4,4515.4,4009.2
4006.2,4395.9,4429.2,3658.5,5087.2,3975.9,4555.9,4036.4,4704.1,4253.3,4647.7,4167.7,4523.1,4022.6
4008.7,4399.5,4436.4,3661,5094.4,3974.4,4553.3,4037.4,4705.6,4259,4653.8,4172.8,4528.2,4031.8
4006.2,4396.9,4439.5,3664.1,5099,3974.4,4552.8,4036.4,4706.7,4263.6,4656.4,4172.3,4534.9,4034.4
4009.2,4399.5,4434.4,3660.5,5092.3,3974.4,4550.3,4023.1,4694.9,4257.9,4654.9,4170.8,4531.8,4032.8
4008.2,4401.5,4432.3,3660,5090.8,3973.3,4549.7,4011.3,4680.5,4246.7,4647.7,4168.2,4521.5,4026.2
4008.2,4405.1,4439,3662.6,5099.5,3975.4,4550.8,4015.4,4683.6,4246.7,4648.2,4167.7,4521.5,4024.1
4014.9,4410.3,4446.2,3661,5096.9,3974.9,4545.1,4024.6,4690.8,4252.8,4654.9,4170.8,4527.2,4030.3
4010.8,4403.1,4446.7,3658.5,5086.7,3970.8,4545.1,4034.9,4685.6,4249.7,4653.8,4171.8,4524.6,4030.8
3996.4,4391.8,4437.9,3661,5086.2,3971.8,4565.6,4044.1,4683.6,4245.6,4647.7,4165.6,4516.4,4022.1
3987.7,4386.7,4428.2,3662.6,5087.7,3975.4,4581.5,4046.2,4689.2,4245.1,4641,4155.9,4508.2,4011.3
3981,4383.6,4424.6,3661,5085.6,3977.9,4577.4,4043.6,4690.8,4246.2,4634.4,4151.8,4505.6,4005.1
3974.9,4380.5,4425.1,3659,5087.7,3984.1,4571.3,4039.5,4691.8,4245.6,4633.3,4151.3,4505.1,4003.6
3979,4381.5,4425.6,3660,5089.2,3985.1,4570.8,4035.4,4697.9,4246.2,4641,4156.4,4508.7,4007.2
3987.2,4390.8,4426.7,3662.1,5086.7,3979.5,4570.8,4036.4,4703.6,4250.3,4648.7,4166.7,4519,4012.8
3991.3,4396.4,4431.3,3661,5091.3,3982.6,4563.6,4040,4704.1,4253.8,4649.2,4169.7,4524.6,4020
3993.8,4395.4,4431.8,3659,5097.4,3990.3,4555.9,4035.4,4700,4251.8,4647.7,4166.2,4522.1,4023.1
3990.8,4394.4,4428.7,3659,5095.9,3984.1,4552.8,4026.2,4695.9,4248.2,4646.2,4165.1,4518.5,4019.5
3988.7,4395.9,4433.3,3661.5,5097.9,3978.5,4553.8,4028.7,4699,4254.4,4652.8,4170.8,4525.6,4020.5
4000.5,4399,4445.6,3661,5103.6,3987.2,4554.4,4042.1,4709.2,4267.7,4664.1,4181.5,4535.9,4032.8
4006.7,4402.1,4450.3,3659.5,5097.9,3989.2,4553.8,4046.2,4711.8,4267.7,4668.2,4186.2,4534.4,4040
3995.4,4396.4,4440.5,3661.5,5087.2,3978.5,4555.9,4032.8,4697.9,4248.7,4655.9,4172.3,4520,4025.6
3982.6,4385.1,4429.2,3660.5,5086.2,3974.4,4564.1,4025.6,4686.2,4237.4,4640.5,4154.9,4506.7,4007.2
3982.1,4381,4426.7,3661.5,5087.2,3981.5,4578.5,4035.4,4692.3,4243.1,4639.5,4157.9,4507.2,4008.2
3984.6,4381.5,4427.2,3663.6,5084.1,3993.8,4585.6,4049.2,4702.6,4248.7,4646.7,4167.2,4516.9,4014.4
3986.2,4385.1,4428.7,3661,5090.8,4000.5,4589.7,4054.4,4709.2,4255.4,4651.3,4169.2,4523.1,4016.9
3991.8,4394.9,4437.9,3660.5,5100.5,3994.9,4588.2,4054.4,4715.9,4264.1,4658.5,4175.9,4521,4023.6
3996.4,4399.5,4444.6,3660.5,5093.8,3987.2,4576.9,4048.7,4714.9,4265.1,4665.1,4183.6,4522.6,4031.3
3999,4399.5,4441,3661.5,5090.3,3989.7,4570.3,4030.8,4704.1,4262.1,4664.6,4184.1,4532.8,4031.3
4002.1,4402.6,4441.5,3662.6,5101.5,3992.3,4568.2,4015.9,4701.5,4260.5,4663.6,4182.6,4536.9,4032.8
4003.1,4402.6,4444.1,3662.1,5102.1,3989.7,4560,4019.5,4706.2,4254.9,4665.6,4180,4530.8,4032.3
3996.4,4396.4,4435.4,3662.1,5089.2,3989.7,4551.8,4028.7,4703.6,4250.3,4659,4171.8,4521,4023.1
3988.7,4391.8,4429.2,3663.1,5087.7,3989.7,4553.8,4035.4,4702.6,4250.3,4649.7,4167.7,4518.5,4016.9
3987.7,4388.7,4431.8,3660.5,5092.8,3984.1,4559,4046.2,4705.1,4253.3,4650.8,4169.7,4524.1,4020.5
3986.2,4385.6,4430.8,3659.5,5083.1,3975.4,4562.6,4042.6,4701,4250.8,4650.3,4168.2,4522.1,4021.5
3984.1,4383.1,4426.7,3661,5075.4,3974.4,4571.3,4029.7,4693.3,4237.9,4643.6,4165.6,4509.2,4013.8
3982.6,4380,4427.2,3662.1,5082.6,3985.1,4584.6,4031.3,4690.8,4234.9,4644.6,4165.6,4509.7,4011.8
3980.5,4379,4427.7,3660.5,5084.1,3989.7,4590.8,4034.4,4693.8,4245.6,4650.3,4169.2,4523.1,4020.5
3981.5,4381.5,4426.2,3660.5,5079,3985.1,4579.5,4026.2,4697.4,4249.7,4648.7,4168.2,4520,4023.1
3982.1,4383.1,4425.6,3662.1,5081,3986.2,4571.8,4027.2,4705.6,4244.1,4643.1,4159,4503.6,4012.8
3982.1,4383.1,4423.1,3662.1,5085.1,3990.8,4573.8,4042.1,4715.9,4249.7,4643.6,4157.9,4507.2,4012.8
3991.8,4390.3,4428.2,3661.5,5084.1,3985.1,4563.6,4049.2,4721,4264.6,4655.9,4176.4,4531.3,4033.3
4005.1,4402.1,4442.1,3661,5086.7,3975.4,4551.8,4045.1,4718.5,4267.7,4666.7,4187.2,4542.6,4046.2
4006.7,4403.1,4443.6,3661,5088.2,3973.3,4552.8,4033.8,4706.7,4254.9,4660.5,4174.9,4531.8,4039.5
4002.6,4397.4,4437.9,3664.6,5083.1,3974.4,4548.2,4013.3,4691.3,4244.1,4653.8,4167.2,4521,4032.3
3999.5,4399,4439.5,3663.6,5080.5,3972.3,4535.4,3992.8,4686.2,4247.2,4659,4174.4,4526.2,4035.9
3994.9,4397.9,4438.5,3660,5078.5,3970.3,4534.4,3985.6,4688.7,4248.2,4661,4175.4,4530.3,4036.9
3991.3,4387.2,4431.8,3659.5,5072.8,3973.3,4548.2,3997.4,4689.7,4244.6,4652.8,4170.3,4520,4029.2
3985.1,4381,4430.3,3660,5073.8,3975.9,4569.2,4022.1,4693.8,4245.6,4645.1,4166.2,4508.2,4016.4
3976.9,4377.9,4424.1,3661.5,5080,3976.9,4584.6,4045.6,4703.6,4247.7,4640.5,4157.9,4504.1,4006.2
3969.2,4369.7,4413.3,3661.5,5081.5,3983.1,4592.3,4056.4,4708.7,4245.1,4636.4,4152.3,4501,4003.1
3962.6,4362.6,4407.7,3661.5,5074.9,3988.7,4595.9,4056.9,4708.2,4242.6,4629.2,4151.8,4489.7,3996.9
3960.5,4362.1,4407.7,3663.6,5073.3,3990.3,4595.4,4052.8,4701,4240,4626.2,4148.2,4484.1,3993.3
3973.3,4371.3,4419,3661.5,5080.5,3987.7,4587.7,4044.1,4694.4,4242.1,4638.5,4155.4,4502.6,4010.3
3986.2,4382.1,4428.7,3661,5085.1,3980,4574.9,4033.8,4696.4,4245.6,4649.2,4166.7,4520.5,4025.6
3989.2,4387.7,4429.7,3661,5085.6,3971.8,4556.4,4025.1,4701.5,4248.7,4647.2,4168.7,4522.1,4025.6
3996.4,4393.3,4437.4,3660.5,5086.7,3971.3,4540,4014.9,4703.1,4259,4656.9,4176.4,4530.3,4033.8
